goTerm,Biological.function,Cluster.number,pvalue,size,Genes
GO:0000470,maturation of LSU-rRNA ,Cluster_1,0.003428119,8,WDR37;MAK16;NOP2;RPL10A;RPF2;WDR12;FTSJ3;RPF1;RPL7;RSL1D1;NSA2;LAS1L;RPL7L1;PES1;NHP2;RPL35;RRP15;FTSJ3;LAS1L;MAK16;PES1;RPF1;RPL7L1;RSL1D1;WDR12
GO:0000715,"nucleotide-excision repair, DNA damage recognition ",Cluster_1,0.007803191,8,CETN2;GPS1;XPA;COPS7A;RAD23B;RBX1;DDB2;COPS4;CUL4A;DDB1;COPS3;COPS6;COPS5;UBB;COPS2;UBC;COPS8;RPS27A;UBA52;COPS2;COPS3;COPS4;COPS5;COPS8;CUL4A;DDB1;GPS1
GO:0000715,"nucleotide-excision repair, DNA damage recognition ",Cluster_4,0.004044994,9,CETN2;GPS1;XPA;COPS7A;RAD23B;RBX1;DDB2;COPS4;CUL4A;DDB1;COPS3;COPS6;COPS5;UBB;COPS2;UBC;COPS8;RPS27A;UBA52;CETN2;COPS6;COPS7A;DDB2;RBX1;RPS27A;UBA52;UBB;UBC
GO:0000717,"nucleotide-excision repair, DNA duplex unwinding ",Cluster_4,0.007020274,8,CETN2;XPA;GTF2H1;CHD1L;GTF2H2;GTF2H3;RAD23B;GTF2H5;RBX1;DDB2;CUL4A;DDB1;UBB;UBC;ERCC2;RPS27A;UBA52;CETN2;DDB2;GTF2H5;RBX1;RPS27A;UBA52;UBB;UBC
GO:0000724,double-strand break repair via homologous recombination ,Cluster_1,0.000979056,17,MUS81;SWSAP1;EXD2;FEN1;BLM;MCM9;TONSL;HUS1B;NUCKS1;BRCA1;YY1;RAD51AP1;NIPBL;WRN;CDC45;SFR1;SWI5;RBBP8;POLL;ZSWIM7;AP5S1;ORAOV1;GEN1;HELQ;XRCC2;NSMCE2;GINS4;RECQL;NSMCE1;RPA2;XRCC1;CDC7;INO80;SPIDR;RAD51B;RAD52;MORF4L1;SFPQ;RAD50;RAD51C;ARTN;ERCC4;RFWD3;NABP2;NABP1;AUNIP;FAN1;AP5S1;AUNIP;BRCA1;CDC45;ERCC4;FEN1;GINS4;MUS81;NUCKS1;RAD51C;RECQL;RFWD3;RPA2;SFPQ;SFR1;XRCC1;ZSWIM7
GO:0000725,recombinational repair ,Cluster_1,0.002879707,15,SWSAP1;EXD2;FEN1;BLM;MCM9;TONSL;HUS1B;NUCKS1;BRCA1;YY1;RAD51AP1;WRN;SFR1;SWI5;RBBP8;POLL;ZSWIM7;AP5S1;ORAOV1;GEN1;HELQ;XRCC2;NSMCE2;RECQL;NSMCE1;RPA2;XRCC1;INO80;SPIDR;RAD51B;RAD52;MORF4L1;SFPQ;RAD50;RAD51C;ARTN;ERCC4;RFWD3;NABP2;NABP1;AUNIP;FAN1;RHNO1;AP5S1;AUNIP;BRCA1;ERCC4;FEN1;NUCKS1;RAD51C;RECQL;RFWD3;RHNO1;RPA2;SFPQ;SFR1;XRCC1;ZSWIM7
GO:0000726,non-recombinational repair ,Cluster_1,0.005038094,12,DCLRE1B;DCLRE1A;MDC1;DCLRE1C;PRKDC;RNF8;BRCA1;PRPF19;BABAM1;INSL6;HERC2;SUMO1;KAT5;POLL;TP53BP1;PIAS4;BARD1;XRCC6;XRCC4;XRCC5;POLM;H2AFX;LIG4;SETMAR;RNF168;RAD52;HIST1H4A;RAD50;ARTN;ERCC4;ERCC1;UBE2V2;ATM;BRCA1;DCLRE1A;DCLRE1B;ERCC4;KAT5;PIAS4;PRPF19;RNF168;RNF8;SUMO1;UBE2V2;XRCC5
GO:0000729,DNA double-strand break processing ,Cluster_7,0.007252321,6,BARD1;EXD2;BLM;SETMAR;BRCA1;RAD52;RAD50;KAT5;ARTN;UBE2V2;RBBP8;SMARCAD1;ATM;DNA2;BLM;DNA2;EXD2;RAD50;RBBP8;SMARCAD1
GO:0000732,strand displacement ,Cluster_7,0.00487542,7,BARD1;BLM;RTEL1;XRCC2;BRCA1;RAD51AP1;RAD51B;BRIP1;WRN;RAD50;RAD51C;KAT5;EXO1;ARTN;RBBP8;ATM;DNA2;BLM;DNA2;EXO1;RAD50;RAD51AP1;RBBP8;XRCC2
GO:0000737,"DNA catabolic process, endonucleolytic ",Cluster_1,0.000622133,7,MUS81;DFFA;H1F0;ENDOG;SETMAR;FOXL2;DICER1;HMGB1;KPNB1;DNASE1L1;KPNA1;DFFA;DNASE1L1;ENDOG;FOXL2;HMGB1;KPNB1;MUS81
GO:0000819,sister chromatid segregation ,Cluster_1,0.002252657,10,TOP2A;TOP2B;SPAG5;MIS12;PLK1;CDCA8;INO80;SMC1A;TUBG1;SMC4;KNSTRN;NSL1;ZWINT;NDC80;LATS1;DSN1;KIF18B;ESPL1;CEP57L1;KIFC1;ZW10;NUSAP1;RAN;CDCA8;KIFC1;KNSTRN;MIS12;NDC80;PLK1;SPAG5;TOP2A;TOP2B;ZWINT
GO:0000902,cell morphogenesis ,Cluster_3,0.003278773,9,CYFIP2;TENM4;FRY;STK4;CLU;CDH6;CDH5;CDH3;RELN;CAPZB;CDH22;PACSIN2;CDH24;MSX1;VHL;CDH26;CAP1;MBD4;TGFB2;VDR;NCOA3;C21ORF59;RHOG;SHROOM3;SSH1;CDH13;FRYL;CDH13;CDH24;CDH26;NCOA3;PACSIN2;RHOG;SSH1;TENM4;TGFB2
GO:0000956,nuclear-transcribed mRNA catabolic process ,Cluster_6,0.005498697,15,RPL4;EIF4A2;RPL5;RPL30;RPL3;RPL31;RPL34;EIF4A3;PPP2R2A;CASC3;RPL8;RPL10A;RPL9;RPL6;RPL7;RPS15;RPS14;ZFP36;RPS17;RPS16;RPS19;PPP2R1A;RPS18;RPL36;RPL35;RPL38;RPS11;MTPAP;PELO;RPS10;RPS13;RPS9;RPL21;RPS7;RPS8;RPS5;RPL22;RPS6;RC3H1;XRN1;PDE12;MRTO4;RPL24;RPL27;DXO;RPL26;RPL29;RPL28;UBA52;ZCCHC6;DDX5;RBM8A;GSPT2;GSPT1;RPL41;LSM1;UPF3A;CNOT10;LSM5;MAGOHB;LSM4;CNOT4;PAN2;RPS25;CNOT6;CNOT7;PAN3;CNOT11;RPS29;AGO1;RNPS1;ATM;CNOT8;DCP1A;RPS21;RPS24;RPS23;SMG1;RPLP1;MRPS12;RPLP0;SMG7;SMG8;SMG5;SMG6;RPS4X;DIS3L2;UPF1;CNOT6L;NCBP1;NCBP2;RPL13A;PAPD4;RPS3A;RPL37A;ETF1;DCP2;RPL12;RPL11;RPL36A;EXOSC7;PPP2CA;EXOSC6;EXOSC5;EXOSC10;EXOSC4;RPS15A;EXOSC8;POLR2D;RPL14;RPS3;RPL13;RPL15;RPL18;RPS27A;RPL17;EIF4E;DCPS;EIF4B;RPL19;PAIP1;SAMD4A;RPL35A;RPL23A;PNRC1;PNRC2;EIF3E;EIF4A2;RC3H1;RPL12;RPL13;RPL13A;RPL17;RPL21;RPL23A;RPL3;RPL4;RPL5;RPS13;RPS3A;RPS8;SMG6
GO:0000956,nuclear-transcribed mRNA catabolic process ,Cluster_4,5.44E-06,45,RPL4;EIF4A2;RPL5;RPL30;RPL3;RPL31;RPL34;EIF4A3;PPP2R2A;CASC3;RPL8;RPL10A;RPL9;RPL6;RPL7;RPS15;RPS14;ZFP36;RPS17;RPS16;RPS19;PPP2R1A;RPS18;RPL36;RPL35;RPL38;RPS11;MTPAP;PELO;RPS10;RPS13;RPS9;RPL21;RPS7;RPS8;RPS5;RPL22;RPS6;RC3H1;XRN1;PDE12;MRTO4;RPL24;RPL27;DXO;RPL26;RPL29;RPL28;UBA52;ZCCHC6;DDX5;RBM8A;GSPT2;GSPT1;RPL41;LSM1;UPF3A;CNOT10;LSM5;MAGOHB;LSM4;CNOT4;PAN2;RPS25;CNOT6;CNOT7;PAN3;CNOT11;RPS29;AGO1;RNPS1;ATM;CNOT8;DCP1A;RPS21;RPS24;RPS23;SMG1;RPLP1;MRPS12;RPLP0;SMG7;SMG8;SMG5;SMG6;RPS4X;DIS3L2;UPF1;CNOT6L;NCBP1;NCBP2;RPL13A;PAPD4;RPS3A;RPL37A;ETF1;DCP2;RPL12;RPL11;RPL36A;EXOSC7;PPP2CA;EXOSC6;EXOSC5;EXOSC10;EXOSC4;RPS15A;EXOSC8;POLR2D;RPL14;RPS3;RPL13;RPL15;RPL18;RPS27A;RPL17;EIF4E;DCPS;EIF4B;RPL19;PAIP1;SAMD4A;RPL35A;RPL23A;PNRC1;PNRC2;EIF3E;CNOT8;EXOSC4;LSM4;MRPS12;NCBP2;RBM8A;RPL10A;RPL11;RPL14;RPL15;RPL18;RPL19;RPL24;RPL26;RPL27;RPL28;RPL29;RPL30;RPL31;RPL35;RPL35A;RPL36;RPL37A;RPL38;RPL8;RPLP0;RPLP1;RPS11;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS18;RPS19;RPS21;RPS23;RPS24;RPS25;RPS27A;RPS29;RPS4X;RPS5;RPS6;UBA52
GO:0000956,nuclear-transcribed mRNA catabolic process ,Cluster_1,0.000654529,36,RPL4;EIF4A2;RPL5;RPL30;RPL3;RPL31;RPL34;EIF4A3;PPP2R2A;CASC3;RPL8;RPL10A;RPL9;RPL6;RPL7;RPS15;RPS14;ZFP36;RPS17;RPS16;RPS19;PPP2R1A;RPS18;RPL36;RPL35;RPL38;RPS11;MTPAP;PELO;RPS10;RPS13;RPS9;RPL21;RPS7;RPS8;RPS5;RPL22;RPS6;RC3H1;XRN1;PDE12;MRTO4;RPL24;RPL27;DXO;RPL26;RPL29;RPL28;UBA52;ZCCHC6;DDX5;RBM8A;GSPT2;GSPT1;RPL41;LSM1;UPF3A;CNOT10;LSM5;MAGOHB;LSM4;CNOT4;PAN2;RPS25;CNOT6;CNOT7;PAN3;CNOT11;RPS29;AGO1;RNPS1;ATM;CNOT8;DCP1A;RPS21;RPS24;RPS23;SMG1;RPLP1;MRPS12;RPLP0;SMG7;SMG8;SMG5;SMG6;RPS4X;DIS3L2;UPF1;CNOT6L;NCBP1;NCBP2;RPL13A;PAPD4;RPS3A;RPL37A;ETF1;DCP2;RPL12;RPL11;RPL36A;EXOSC7;PPP2CA;EXOSC6;EXOSC5;EXOSC10;EXOSC4;RPS15A;EXOSC8;POLR2D;RPL14;RPS3;RPL13;RPL15;RPL18;RPS27A;RPL17;EIF4E;DCPS;EIF4B;RPL19;PAIP1;SAMD4A;RPL35A;RPL23A;PNRC1;PNRC2;EIF3E;CASC3;CNOT10;CNOT11;CNOT7;DCP2;DCPS;DXO;EIF3E;EIF4A3;EIF4B;ETF1;EXOSC10;EXOSC5;EXOSC6;EXOSC8;GSPT1;GSPT2;LSM1;LSM5;MAGOHB;MRTO4;PAN2;PDE12;PNRC2;POLR2D;PPP2CA;PPP2R1A;RNPS1;RPL22;RPL34;RPL41;RPL6;RPS10;RPS7;RPS9;SMG8
GO:0000959,mitochondrial RNA metabolic process ,Cluster_1,0.002372626,7,PNPT1;TRMT10C;FASTKD1;ELAC2;TFB2M;POLRMT;MRPL12;SUPV3L1;FASTKD5;TFAM;SLC25A33;EARS2;TEFM;EARS2;FASTKD1;SUPV3L1;TEFM;TFAM;TFB2M;TRMT10C
GO:0000972,transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery ,Cluster_7,0.009134978,3,LDB1;NUP133;NUP155;RAE1;LDB1;NUP155;RAE1
GO:0001325,formation of extrachromosomal circular DNA ,Cluster_7,0.00860652,4,BLM;WRN;ARTN;EXO1;ERCC1;DNA2;TERF1;BLM;DNA2;EXO1;TERF1
GO:0001501,skeletal system development ,Cluster_5,0.004096106,16,COL12A1;CHD7;PTH1R;HAPLN3;HOXA13;HAPLN4;PCSK5;ETS2;HOXA11;GLI2;ADAMTS4;AKAP13;HYAL1;TRPS1;HYAL2;SUFU;CREB3L2;SH3PXD2B;HYAL3;PLS3;COL10A1;ITGB8;ATP7A;SOX4;TEAD4;VKORC1;GUSBP1;IFT140;WNT5A;TGFBR1;RAB33B;EVC;CHI3L1;PPIB;CD44;PTGER4;ANKRD11;NPR3;STC1;TNFRSF11B;PRELP;AEBP1;PAPSS2;COL19A1;PAPSS1;DLL3;CLEC3A;EBP;TCOF1;FRZB;BGLAP;PRDX1;POLR2D;DYM;ALX4;TRAPPC2;WWOX;TGFB2;EIF2AK3;SULF1;BMP7;TBX4;BMP6;TBX3;BMP5;SULF2;COL1A1;EXT1;BMP2;BMP1;GNAS;TLL1;HOXD3;BMPR1B;FGFR3;FGFR1;ADAMTS4;BMP6;BMPR1B;CHI3L1;EXT1;FRZB;HAPLN3;HAPLN4;HOXD3;PCSK5;SH3PXD2B;STC1;SULF1;TNFRSF11B;TRPS1;WWOX
GO:0001508,action potential ,Cluster_5,0.008676805,7,SCARB2;CATSPER1;CATSPER3;KCNE1;CATSPER2;KCND2;AKAP6;ANK3;SRI;CACNA1E;TPCN2;TPCN1;CLN3;SCN11A;SCN8A;KCNQ1;GNA11;GNAQ;KCNMB2;KCNMB3;KCNMB4;SCN4A;SCN3B;YWHAH;AKAP6;CATSPER3;KCNE1;KCNMB4;SCN11A;SCN3B;SCN8A
GO:0001510,RNA methylation ,Cluster_1,1.05E-05,18,METTL2B;METTL2A;NOP2;MEPCE;THUMPD2;THUMPD3;THADA;TFB1M;MTO1;MRM1;ALKBH8;FBL;TRMT112;METTL14;HENMT1;TGS1;LCMT2;TRMT44;CMTR1;TRMT10A;NSUN5P1;NSUN5P2;TRMT10C;WTAP;NSUN5;DIMT1;METTL1;NSUN2;METTL3;BCDIN3D;NSUN6;TFB2M;GTPBP3;FTSJ3;TRMT6;TRMT13;TRMT61A;TRMT61B;BCDIN3D;DIMT1;FTSJ3;GTPBP3;HENMT1;LCMT2;MEPCE;METTL2A;METTL2B;METTL3;MTO1;NSUN5;NSUN5P1;TFB2M;THUMPD3;TRMT10A;TRMT10C;TRMT6
GO:0001558,regulation of cell growth ,Cluster_1,0.000559425,34,N6AMT1;CDA;NDUFA13;CIB1;ENO1;TMEM97;CCAR2;CXCL16;GJA1;STK11;SOX17;PPP2R1A;RPS6KA1;SESN2;AKT1;PLCE1;ADNP2;ENPP1;TSPYL2;CISH;ADAM10;MUL1;ADAM17;ADAM15;AGTR1;TP53;S100A9;BLZF1;PSMD10;NDRG3;NPR1;DCUN1D3;NAIF1;PHB;CDKN2AIP;RTN4;SOCS2;SDCBP;TGFB2;TGFB1;SMAD3;H3F3C;H3F3A;INO80;OSGIN2;INHBA;SMARCA4;NET1;BST2;BCL6;PPT1;HRG;BAP1;EIF4G2;OGFR;SLC44A4;CDKN1B;DDX3X;FHL1;ING1;DNPH1;PPP1R9B;RPTOR;HYAL1;HNF4A;HYAL2;HIST1H1B;USP47;NCBP1;IL17RB;TGFBR1;SUPV3L1;CEACAM1;PSRC1;NME6;ZNF639;NDUFS3;SGK3;SGK1;FXN;CAMK2D;EI24;BRAT1;TAF9;DERL2;AKAP6;ACVR1B;EGFR;PPP2CA;DNAJB2;CDC42;SERTAD3;EXOSC4;SERTAD2;FRZB;GNG4;CCDC85B;APBB2;TP53TG5;SLIT3;APBB1;MSX1;EXOSC2;CDKN2D;CDK11A;EGLN2;AGT;DCBLD2;MAD2L2;TAOK2;LAMTOR2;CHPT1;LAMTOR1;EBAG9;SLC25A33;SIPA1;BCAR1;AKT1;BAP1;BRAT1;CCAR2;CDA;CDC42;CDKN1B;CHPT1;CXCL16;DERL2;DNPH1;EBAG9;EGLN2;EIF4G2;EXOSC2;HYAL1;HYAL2;ING1;LAMTOR1;MSX1;NME6;OGFR;PPP1R9B;PPP2CA;PPP2R1A;PPT1;RPS6KA1;SGK3;STK11;SUPV3L1;TAF9;TMEM97;TP53;TSPYL2
GO:0001580,detection of chemical stimulus involved in sensory perception of bitter taste ,Cluster_3,0.00991215,4,PIGR;GNAT2;TAS2R31;TAS2R10;TAS2R46;TAS2R13;TAS2R14;LPO;GNAT2;TAS2R13;TAS2R14;TAS2R31
GO:0001702,gastrulation with mouth forming second ,Cluster_8,0.007545604,3,CRB2;LRP5;MEGF8;LRP6;LRP5;LRP6;MEGF8
GO:0001731,formation of translation preinitiation complex ,Cluster_1,0.008651841,4,MCTS1;EIF2S3;EIF4H;DENR;EIF2D;EIF4B;EIF2D;EIF4B;EIF4H;MCTS1
GO:0001936,regulation of endothelial cell proliferation ,Cluster_3,0.003176775,12,NRP1;ECM1;PDCD6;FLT4;ATP5A1;HTR2B;PDGFB;PTPRM;FGF2;THBS1;HIF1A;THBS4;NRAS;APOH;AKT3;ATOH8;KDR;AKT1;XDH;PPP1R16B;STAT5A;EGFL7;ZNF580;CAV2;CAV1;TNFSF12;ATPIF1;WNT5A;VEGFB;VEGFC;PRKCA;VASH1;NR2F2;SULF1;TGFBR1;VEGFA;AIMP1;BMP2;NF1;CDH13;AGGF1;PRKD1;AKT3;APOH;CDH13;HIF1A;HTR2B;KDR;NF1;NRP1;PRKCA;TNFSF12;VEGFA;XDH
GO:0001952,regulation of cell-matrix adhesion ,Cluster_3,0.000204978,12,GSK3B;MACF1;CSF1;LDB1;ROCK2;CIB1;SEMA3E;EFNA5;THBS1;SLC9A1;SLK;PLAU;PTK2B;CCR7;CD36;HOXA7;JAG1;DAPK3;MINK1;CASK;EMP2;RHOA;PTK2;AJAP1;ACER2;CDK6;ADAM15;RASA1;NF1;CDH13;NF2;UTRN;AJAP1;CCR7;CDH13;EFNA5;GSK3B;JAG1;MACF1;MINK1;NF1;PTK2;PTK2B;UTRN
GO:0001954,positive regulation of cell-matrix adhesion ,Cluster_3,5.61E-06,10,NRP1;GSK3B;CSF1;CIB1;EMP2;PPM1F;VEGFA;CDK6;KDR;ABL1;PTK2B;CDH13;CCR7;CD36;UTRN;HRG;LIMS1;ABL1;CCR7;CDH13;GSK3B;KDR;LIMS1;NRP1;PTK2B;UTRN;VEGFA
GO:0002062,chondrocyte differentiation ,Cluster_5,0.005369539,6,OSR2;WNT2B;TGFB1;WNT5B;EIF2AK3;SULF1;RUNX3;RUNX2;RUNX1;SULF2;BMP2;SNX19;NFIB;CREB3L2;BMPR1B;FGFR3;GPLD1;BMPR1B;RUNX1;RUNX2;RUNX3;SULF1;WNT2B
GO:0002181,cytoplasmic translation ,Cluster_4,6.19E-05,20,RPL4;RPLP0P6;RPL30;RPL31;RPLP1;RPLP0;RPL11;RPL36A;RPL10A;RPL8;HSPA14;RPL9;GSPT2;RPL6;GSPT1;RPL7;MRPL2;RPL36;EIF4H;RPS3;RPL38;RPL15;RPL18;RPL17;EIF4B;ZC3H15;RPL19;RWDD1;RPL41;RPS7;RPL22;RPL35A;RPS3A;RPL17-C18ORF32;EIF3M;RPS29;RPL7L1;MRTO4;RPL24;RPL22L1;RPL26;RPL29;RPS21;RPL26L1;RPS23;RPL10A;RPL11;RPL15;RPL18;RPL19;RPL24;RPL26;RPL29;RPL30;RPL31;RPL35A;RPL36;RPL38;RPL8;RPLP0;RPLP0P6;RPLP1;RPS21;RPS23;RPS29
GO:0002181,cytoplasmic translation ,Cluster_1,0.001683015,16,RPL4;RPLP0P6;RPL30;RPL31;RPLP1;RPLP0;RPL11;RPL36A;RPL10A;RPL8;HSPA14;RPL9;GSPT2;RPL6;GSPT1;RPL7;MRPL2;RPL36;EIF4H;RPS3;RPL38;RPL15;RPL18;RPL17;EIF4B;ZC3H15;RPL19;RWDD1;RPL41;RPS7;RPL22;RPL35A;RPS3A;RPL17-C18ORF32;EIF3M;RPS29;RPL7L1;MRTO4;RPL24;RPL22L1;RPL26;RPL29;RPS21;RPL26L1;RPS23;EIF3M;EIF4B;EIF4H;GSPT1;GSPT2;HSPA14;MRPL2;MRTO4;RPL22;RPL26L1;RPL41;RPL6;RPL7L1;RPS7;RWDD1;ZC3H15
GO:0002183,cytoplasmic translational initiation ,Cluster_1,0.001124986,6,MCTS1;EIF3M;EIF2S3;EIF4H;DENR;EIF2D;EIF3D;EIF4B;EIF3A;EIF2D;EIF3D;EIF3M;EIF4B;EIF4H;MCTS1
GO:0002204,somatic recombination of immunoglobulin genes involved in immune response ,Cluster_1,0.000127279,6,RNF168;MSH6;EXOSC6;MSH2;RNF8;LIG4;EXOSC3;EXOSC3;EXOSC6;MSH2;MSH6;RNF168;RNF8
GO:0002220,innate immune response activating cell surface receptor signaling pathway ,Cluster_4,2.56E-05,28,UBE2D1;ICAM3;PSMD8;IKBKB;PSMD9;PSMD7;RPS6KA5;PSMD4;PSMD5;PSMD2;PSMD3;PSMD1;EP300;IKBKG;BTRC;MAP3K7;SKP1;SYK;CHUK;PRKCD;MUC5AC;PSMA5;PSMA6;PSMA3;CLEC4D;PSMA4;PSMA1;PSMA2;PSME3;TRAF6;PSME4;PSME1;PSME2;UBA52;PSMD10;PSMD12;PSMD13;CUL1;BCL10;PSMB10;PSMA7;RELB;PSMA8;PSMB6;MUC1;NRAS;PSMB4;PSMB5;UBB;PSMB3;UBC;PSMB1;FYN;PAK3;RPS27A;MUC4;MUC6;LYN;CREBBP;NFKB1;PSMB8;PSMC5;PSMC3;PSMC4;PSMC1;PSMC2;TAB3;KRAS;TAB1;MUC20;CLEC4D;ICAM3;PSMA2;PSMA4;PSMA5;PSMA6;PSMA7;PSMA8;PSMB1;PSMB10;PSMB3;PSMB4;PSMB5;PSMB6;PSMB8;PSMC2;PSMC3;PSMC4;PSMD10;PSMD13;PSMD3;PSMD4;PSMD8;PSME1;RPS27A;UBA52;UBB;UBC
GO:0002221,pattern recognition receptor signaling pathway ,Cluster_5,9.98E-05,10,UNC93B1;LY96;HMGB1;BCL10;HSP90B1;IRAK1;CTSL;CTSK;LBP;CD36;CTSB;FGB;FGA;S100A1;FGG;CD180;CNPY3;MAPKAPK3;TRAF3;TRAF6;MAPKAPK2;TLR9;S100A9;MYD88;LGMN;CD180;CTSB;CTSK;CTSL;FGA;FGB;FGG;LBP;LY96;S100A9
GO:0002223,stimulatory C-type lectin receptor signaling pathway ,Cluster_4,2.56E-05,28,UBE2D1;ICAM3;PSMD8;IKBKB;PSMD9;PSMD7;RPS6KA5;PSMD4;PSMD5;PSMD2;PSMD3;PSMD1;EP300;IKBKG;BTRC;MAP3K7;SKP1;SYK;CHUK;PRKCD;MUC5AC;PSMA5;PSMA6;PSMA3;CLEC4D;PSMA4;PSMA1;PSMA2;PSME3;TRAF6;PSME4;PSME1;PSME2;UBA52;PSMD10;PSMD12;PSMD13;CUL1;BCL10;PSMB10;PSMA7;RELB;PSMA8;PSMB6;MUC1;NRAS;PSMB4;PSMB5;UBB;PSMB3;UBC;PSMB1;FYN;PAK3;RPS27A;MUC4;MUC6;LYN;CREBBP;NFKB1;PSMB8;PSMC5;PSMC3;PSMC4;PSMC1;PSMC2;TAB3;KRAS;TAB1;MUC20;CLEC4D;ICAM3;PSMA2;PSMA4;PSMA5;PSMA6;PSMA7;PSMA8;PSMB1;PSMB10;PSMB3;PSMB4;PSMB5;PSMB6;PSMB8;PSMC2;PSMC3;PSMC4;PSMD10;PSMD13;PSMD3;PSMD4;PSMD8;PSME1;RPS27A;UBA52;UBB;UBC
GO:0002227,innate immune response in mucosa ,Cluster_4,0.000245028,6,HIST1H2BJ;HIST1H2BK;DEFB1;H2BFS;HIST2H2BE;LTF;HIST1H2BC;DEFB1;H2BFS;HIST1H2BC;HIST1H2BJ;HIST1H2BK;HIST2H2BE
GO:0002283,neutrophil activation involved in immune response ,Cluster_1,0.000195165,69,CDA;FRMPD3;ABCA13;LGALS3;PSMD7;PSMD2;FTH1;PSMD3;CPNE1;PSMD1;CPNE3;B2M;GOLGA7;ARSA;NHLRC3;PRKCD;ARMC8;MIF;UNC13D;CHIT1;DYNC1LI1;SLPI;CSNK2B;PADI2;CFD;TMEM63A;STXBP3;STXBP2;FPR1;MGST1;A1BG;IQGAP1;CFP;IQGAP2;GNS;PLAC8;DSN1;PRDX4;CYB5R3;COMMD9;MLEC;LTA4H;ATG7;S100A11;HMOX2;ARSB;VAT1;CTSA;XRCC6;XRCC5;STK11IP;FUCA1;FUCA2;SURF4;RAB27A;NBEAL2;PA2G4;PRDX6;BST2;VNN1;CDK13;GPI;SERPINA3;PIGR;PYGB;SERPINA1;SLC44A2;HEXB;CTSZ;GDI2;FAF2;AP2A2;GLIPR1;ACTR1B;TIMP2;OLR1;QSOX1;CD36;SPTAN1;CD33;CTSC;CTSB;SERPINB3;CAP1;CCT2;SERPINB1;ANXA2;SYK;ANXA3;PGAM1;TUBB;GAA;RHOG;NME2;COMMD3;ANO6;TMC6;AMPD3;TMEM173;DYNLL1;RHOA;APRT;PSMA5;RAP2C;C16ORF62;CEACAM1;VAMP7;RAP2B;LRRC7;PSMA2;CEACAM6;ALDOC;PLEKHO2;CD47;ALDOA;PAFAH1B2;CD44;DNASE1L1;SERPINB10;CSTB;CD63;ASAH1;GSTP1;CST3;NRAS;PGRMC1;CREG1;PSMB1;ORMDL3;CD59;METTL7A;AGA;CCT8;CD58;CD55;DYNC1H1;GCA;AGL;HUWE1;TUBB4B;SVIP;ERP44;LRG1;PSMC3;FABP5;PSMC2;LAMTOR2;LAMTOR1;LAMTOR3;ACTR10;FRK;GHDC;RAB3D;HFE;APEH;SRP14;STK10;RAB44;LAMP1;PLAU;LAMP2;SIRPA;CAPN1;CHRNB4;TICAM2;ADAM10;ATP11B;CYBA;ATP11A;ATAD3B;ILF2;EEF1A1;ACLY;CLEC4D;RAB31;DOK3;PKP1;PPIE;S100A9;PPIA;KPNB1;VCL;FTL;RAB5B;VCP;PSMD12;RAB5C;BRI3;PSMD13;HVCN1;COPB1;C5AR1;UBR4;PSEN1;PLD1;RAP1B;CNN2;SDCBP;RAP1A;DPP7;ALDH3B1;PSAP;SLC15A4;ATP6V1D;TRAPPC1;IDH1;GGH;ARPC5;EEF2;C6ORF120;NFKB1;PTPRB;LCN2;DEGS1;MAN2B1;HPSE;NIT2;HSP90AB1;DDX3X;SNAP23;ITGB2;SLC2A3;TCIRG1;HMGB1;ALAD;ITGAX;PGM2;ITGAV;GUSB;CEP290;DSP;HGSNAT;HSP90AA1;CR1;DYNLT1;ATP6AP2;PLAUR;KCNAB2;TNFRSF1B;DDOST;CKAP4;DNAJC3;PKM;NPC2;TMBIM1;CAT;CHI3L1;BPI;ACPP;DOCK2;LTF;PDXK;PRCP;AGPAT2;CAND1;RAB24;STOM;MAPK1;TMEM30A;PDAP1;MAPK14;CPPED1;GALNS;PFKL;TSPAN14;VAPA;IMPDH1;GLB1;IMPDH2;P2RX1;PTPN6;S100P;FOLR3;GLA;ACLY;ACTR10;ACTR1B;AGA;AGPAT2;ALDH3B1;APEH;ARPC5;ASAH1;ATAD3B;ATP6V1D;CAP1;CAT;CCT2;CCT8;CD33;CDA;COMMD3;COPB1;CPNE1;CPNE3;CST3;CTSZ;DDOST;DNASE1L1;DYNLT1;EEF1A1;EEF2;FRK;FUCA2;GDI2;GGH;GLA;GOLGA7;HFE;HMGB1;HPSE;HSP90AA1;HSP90AB1;HVCN1;KPNB1;LAMP2;LAMTOR1;LRRC7;MAPK1;MGST1;NIT2;NRAS;ORMDL3;PADI2;PAFAH1B2;PDXK;PFKL;PGM2;PGRMC1;PKM;PPIA;PPIE;PRDX4;PRDX6;PSMD2;PSMD7;PTPN6;RAB24;STXBP2;SVIP;VAMP7;VCP;XRCC5
GO:0002285,lymphocyte activation involved in immune response ,Cluster_3,0.00175666,3,GPR183;IFNK;F2RL1;F2RL1;GPR183;IFNK
GO:0002312,B cell activation involved in immune response ,Cluster_1,0.001124986,6,RNF168;MSH6;EXOSC6;MSH2;GPR183;RNF8;LIG4;FCGR2B;EXOSC3;EXOSC3;EXOSC6;MSH2;MSH6;RNF168;RNF8
